OBJECTID,plz,ags,ort,landkreis,bundesland,einwohner,note,SHAPE_Length,SHAPE_Area
205,54585,07233022,Esch,Landkreis Vulkaneifel,Rheinland-Pfalz,476,54585 Esch,25817.6807835717,24964994.7138426
206,41516,05162008,Grevenbroich,Rhein-Kreis Neuss,Nordrhein-Westfalen,20507,41516 Grevenbroich,67258.631699693,105457830.265285
207,47800,05114000,Krefeld,,Nordrhein-Westfalen,17922,47800 Krefeld,24145.327352832,21568096.3935693
208,54657,07232007,Badem,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,2340,"54657 Badem, Gindorf, Neidenbach",40334.3760897521,37899934.124966
209,47441,05170024,Moers,Kreis Wesel,Nordrhein-Westfalen,30833,47441 Moers,44205.3253705357,33357970.3093991
210,54306,07235069,Kordel,Landkreis Trier-Saarburg,Rheinland-Pfalz,2104,54306 Kordel,50239.6840055995,41283719.9448345
211,53945,05366008,Blankenheim,Kreis Euskirchen,Nordrhein-Westfalen,8661,53945 Blankenheim,117387.336143651,365450932.390287
212,40670,05162022,Meerbusch,Rhein-Kreis Neuss,Nordrhein-Westfalen,18370,40670 Meerbusch,30638.6705079168,45515999.1428201
213,46562,05170044,Voerde (Niederrhein),Kreis Wesel,Nordrhein-Westfalen,37269,46562 Voerde (Niederrhein),56182.4116324306,138401581.441343
214,47809,05114000,Krefeld,,Nordrhein-Westfalen,25195,47809 Krefeld,39580.3492006079,59837846.0237322
215,66798,10044121,Wallerfangen,Landkreis Saarlouis,Saarland,9500,66798 Wallerfangen,59642.6364567772,99283520.0297552
216,54293,07211000,Trier,,Rheinland-Pfalz,14881,54293 Trier,71353.4755618623,98178685.0882928
217,54578,07233002,Basberg,Landkreis Vulkaneifel,Rheinland-Pfalz,4159,"54578 Walsdorf, Nohn u.a.",22174.3085700451,20793851.9124091
218,46483,05170048,Wesel,Kreis Wesel,Nordrhein-Westfalen,21308,46483 Wesel,20509.0730795144,16786507.4857743
219,54647,07232027,Dudeldorf,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,1571,54647 Dudeldorf,42186.1393912415,50617699.9570857
220,54664,07232006,Auw an der Kyll,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,1031,54664 Preist,31890.8862572271,25459611.6205296
221,46485,05170048,Wesel,Kreis Wesel,Nordrhein-Westfalen,22751,46485 Wesel,52515.0089439865,99781304.283833
222,50127,05362008,Bergheim,Rhein-Erft-Kreis,Nordrhein-Westfalen,18777,50127 Bergheim,45431.0907347379,49384132.0267751
223,50171,05362032,Kerpen,Rhein-Erft-Kreis,Nordrhein-Westfalen,18597,50171 Kerpen,57724.9224589771,119236102.853675
224,47829,05114000,Krefeld,,Nordrhein-Westfalen,23314,47829 Krefeld,38948.6071801749,37157276.1760384
225,54296,07211000,Trier,,Rheinland-Pfalz,20327,54296 Trier,75397.1945336221,74237751.0320426
226,54662,07232010,Beilingen,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,4887,54662 Speicher,39728.7562557026,58907493.9678577
227,41472,05162024,Neuss,Rhein-Kreis Neuss,Nordrhein-Westfalen,12386,41472 Neuss,41611.6756293497,48284937.4396252
228,46397,05554008,Bocholt,Kreis Borken,Nordrhein-Westfalen,24182,46397 Bocholt,51255.7558354704,66070732.2484727
229,54314,07235003,Baldringen,Landkreis Trier-Saarburg,Rheinland-Pfalz,3835,54314 Zerf,79177.3783851293,152947867.156847
230,40668,05162022,Meerbusch,Rhein-Kreis Neuss,Nordrhein-Westfalen,14922,40668 Meerbusch,40584.0968924717,65974720.7753576
231,54298,07235001,Aach,Landkreis Trier-Saarburg,Rheinland-Pfalz,7787,"54298 Welschbillig, Igel, Aach",35057.3673265531,28210983.0936647
232,47239,05112000,Duisburg,,Nordrhein-Westfalen,17468,47239 Duisburg,25739.1366049158,25689952.4784637
233,41569,05162028,Rommerskirchen,Rhein-Kreis Neuss,Nordrhein-Westfalen,12482,41569 Rommerskirchen,69896.4107916328,151809650.148849
234,54290,07211000,Trier,,Rheinland-Pfalz,16041,54290 Trier,13169.7945000676,6816635.44284383
235,54576,07233019,Dohm-Lammersdorf,Landkreis Vulkaneifel,Rheinland-Pfalz,3385,54576 Hillesheim,37067.4481420077,61979659.1501205
236,47199,05112000,Duisburg,,Nordrhein-Westfalen,5062,47199 Duisburg,48168.8508222887,54976400.9928642
237,41464,05162024,Neuss,Rhein-Kreis Neuss,Nordrhein-Westfalen,23096,41464 Neuss,28962.5227533948,27595603.0206999
238,54292,07211000,Trier,,Rheinland-Pfalz,17296,54292 Trier,35253.3283323776,26065377.2796906
239,66679,10042112,Losheim am See,Landkreis Merzig-Wadern,Saarland,15926,66679 Losheim,86973.004206916,229234479.390907
240,41462,05162024,Neuss,Rhein-Kreis Neuss,Nordrhein-Westfalen,33890,41462 Neuss,28778.2993974124,27936539.2216696
241,50129,05362008,Bergheim,Rhein-Erft-Kreis,Nordrhein-Westfalen,21118,50129 Bergheim,61502.6386447299,126549471.881949
242,54295,07211000,Trier,,Rheinland-Pfalz,15766,54295 Trier,26576.453684878,11933654.7640874
243,47443,05170024,Moers,Kreis Wesel,Nordrhein-Westfalen,26448,47443 Moers,30042.9594887047,23115780.9990966
244,54313,07235151,Zemmer,Landkreis Trier-Saarburg,Rheinland-Pfalz,2956,54313 Zemmer,37839.3961646839,58532434.2388712
245,54578,07233002,Basberg,Landkreis Vulkaneifel,Rheinland-Pfalz,4159,"54578 Walsdorf, Nohn u.a.",74550.2068193238,130505303.409117
246,50170,05362032,Kerpen,Rhein-Erft-Kreis,Nordrhein-Westfalen,21609,50170 Kerpen,23229.8151252225,29333809.1112884
247,54533,07231009,Bettenfeld,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,4806,"54533 Bettenfeld, NiederÃ¶fflingen u.a.",85042.4040451714,156506617.166746
248,46414,05554048,Rhede,Kreis Borken,Nordrhein-Westfalen,19149,46414 Rhede,84859.6011480548,206264611.385849
249,54316,07235010,Bonerath,Landkreis Trier-Saarburg,Rheinland-Pfalz,4357,54316 Pluwig,74535.7607818492,117654606.089535
250,40667,05162022,Meerbusch,Rhein-Kreis Neuss,Nordrhein-Westfalen,21049,40667 Meerbusch,29745.5482145937,53086924.2549248
251,54331,07235096,Oberbillig,Landkreis Trier-Saarburg,Rheinland-Pfalz,1959,54331 Pellingen,21102.08375136,17205358.9498892
252,47259,05112000,Duisburg,,Nordrhein-Westfalen,22412,47259 Duisburg,36839.7452153674,63446234.1507033
253,26757,03457002,Borkum,Landkreis Leer,Niedersachsen,5207,26757 Borkum,61845.7501498191,90144986.1924492
254,66802,10044119,Überherrn,Landkreis Saarlouis,Saarland,11686,66802 Ãœberherrn,52847.6417951333,79832544.9971002
255,47228,05112000,Duisburg,,Nordrhein-Westfalen,24686,47228 Duisburg,28173.780829335,32148161.5577915
256,66701,10042111,Beckingen,Landkreis Merzig-Wadern,Saarland,15368,66701 Beckingen,64138.6896214168,122049084.562944
257,54529,07232311,Spangdahlem,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,850,54529 Spangdahlem,29262.5093806049,32349888.4133929
258,41466,05162024,Neuss,Rhein-Kreis Neuss,Nordrhein-Westfalen,17147,41466 Neuss,20276.7906666151,17699066.981124
259,47229,05112000,Duisburg,,Nordrhein-Westfalen,13833,47229 Duisburg,29422.4785088262,31209237.6255895
260,47198,05112000,Duisburg,,Nordrhein-Westfalen,29203,47198 Duisburg,25534.0202174282,26814248.994857
261,46569,05170016,Hünxe,Kreis Wesel,Nordrhein-Westfalen,13763,46569 HÃ¼nxe,96570.6842779605,277046475.225182
262,54295,07211000,Trier,,Rheinland-Pfalz,15766,54295 Trier,2292.96038729431,230367.924735722
263,41460,05162024,Neuss,Rhein-Kreis Neuss,Nordrhein-Westfalen,14961,41460 Neuss,27613.9146152284,32028246.1263177
264,66740,10044115,Saarlouis,Landkreis Saarlouis,Saarland,34520,66740 Saarlouis,70565.9156358621,102577969.758445
265,47178,05112000,Duisburg,,Nordrhein-Westfalen,21364,47178 Duisburg,23368.8715026827,26643892.089681
266,50374,05362020,Erftstadt,Rhein-Erft-Kreis,Nordrhein-Westfalen,49270,50374 Erftstadt,106497.56475069,299639077.015317
267,49847,03456011,Itterbeck,Landkreis Grafschaft Bentheim,Niedersachsen,2417,49847 Itterbeck/Wielen,64421.8592768427,173085501.196898
268,47139,05112000,Duisburg,,Nordrhein-Westfalen,14471,47139 Duisburg,25441.363925859,25997914.9363334
269,54518,07231001,Altrich,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,14422,"54518 Niersbach, Sehlem, Plein u.a.",232044.798496938,417753577.235516
270,41469,05162024,Neuss,Rhein-Kreis Neuss,Nordrhein-Westfalen,18560,41469 Neuss,28833.2384358298,22129299.717587
271,50169,05362032,Kerpen,Rhein-Erft-Kreis,Nordrhein-Westfalen,23066,50169 Kerpen,58229.0616891104,70857605.0750874
272,54318,07235085,Mertesdorf,Landkreis Trier-Saarburg,Rheinland-Pfalz,1649,54318 Mertesdorf,28963.2244778198,15488176.3584033
273,46535,05170008,Dinslaken,Kreis Wesel,Nordrhein-Westfalen,19696,46535 Dinslaken,27393.9818357403,25087062.4544819
274,48691,05554068,Vreden,Kreis Borken,Nordrhein-Westfalen,22428,48691 Vreden,91089.4544719737,358525430.242019
275,40549,05111000,Düsseldorf,,Nordrhein-Westfalen,12449,40549 DÃ¼sseldorf,17402.2546170908,12118752.383293
276,47179,05112000,Duisburg,,Nordrhein-Westfalen,20824,47179 Duisburg,28405.558563801,22564419.0199324
277,66763,10044111,Dillingen/Saar,Landkreis Saarlouis,Saarland,20259,66763 Dillingen/Saar,36856.1740120749,51409596.981801
278,53902,05366004,Bad Münstereifel,Kreis Euskirchen,Nordrhein-Westfalen,17520,53902 Bad MÃ¼nstereifel,126780.584096417,372651686.434676
279,54338,07235077,Longen,Landkreis Trier-Saarburg,Rheinland-Pfalz,6901,54338 Schweich,52224.9152649929,77786609.1195636
280,54317,07235021,Farschweiler,Landkreis Trier-Saarburg,Rheinland-Pfalz,11121,"54317 Osburg, Gusterath, Farschweiler, Kasel u.a.",88036.547861947,168234007.685639
281,41542,05162004,Dormagen,Rhein-Kreis Neuss,Nordrhein-Westfalen,17220,41542 Dormagen,55712.6902967034,89346438.6094636
282,47226,05112000,Duisburg,,Nordrhein-Westfalen,21076,47226 Duisburg,14467.5652800863,9223129.08280775
283,54531,07231025,Eckfeld,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,2626,54531 Manderscheid,81861.5395279817,113881700.197136
284,54579,07233076,Üxheim,Landkreis Vulkaneifel,Rheinland-Pfalz,1424,54579 Ãœxheim,52840.9457344405,77188130.4872067
285,46514,05170036,Schermbeck,Kreis Wesel,Nordrhein-Westfalen,13382,46514 Schermbeck,105890.529479643,287742463.199875
286,40474,05111000,Düsseldorf,,Nordrhein-Westfalen,13514,40474 DÃ¼sseldorf,45584.7495680833,52448042.6981344
287,54526,07231503,Landscheid,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,1979,54526 Landscheid,53336.1073824571,72987000.6605822
288,54344,07235060,Kenn,Landkreis Trier-Saarburg,Rheinland-Pfalz,2566,54344 Kenn,14489.1845922282,9478994.40877199
289,41468,05162024,Neuss,Rhein-Kreis Neuss,Nordrhein-Westfalen,17652,41468 Neuss,33912.1800499076,45842379.9483738
290,54429,07235040,Heddert,Landkreis Trier-Saarburg,Rheinland-Pfalz,3248,54429 Schillingen,74526.6503119221,141677316.863523
291,41470,05162024,Neuss,Rhein-Kreis Neuss,Nordrhein-Westfalen,12894,41470 Neuss,26389.431116796,31269147.16703
292,54317,07235021,Farschweiler,Landkreis Trier-Saarburg,Rheinland-Pfalz,11121,"54317 Osburg, Gusterath, Farschweiler, Kasel u.a.",21464.6200842531,10882869.1737038
293,49824,03456002,Emlichheim,Landkreis Grafschaft Bentheim,Niedersachsen,11515,"49824 Ringe, Laar, Emlichheim",94398.9087003988,365691903.574667
294,53881,05366016,Euskirchen,Kreis Euskirchen,Nordrhein-Westfalen,27256,53881 Euskirchen,170250.338896137,317191584.488003
295,50259,05362036,Pulheim,Rhein-Erft-Kreis,Nordrhein-Westfalen,53025,50259 Pulheim,84700.1184872489,182543186.377193
296,66333,10041519,Völklingen,Regionalverband Saarbrücken,Saarland,38818,66333 VÃ¶lklingen,83448.9025002434,156983631.104638
297,47059,05112000,Duisburg,,Nordrhein-Westfalen,8510,47059 Duisburg,22757.0576580882,19256554.6191026
298,46537,05170008,Dinslaken,Kreis Wesel,Nordrhein-Westfalen,25529,46537 Dinslaken,22449.0847807129,16321552.6724485
299,47166,05112000,Duisburg,,Nordrhein-Westfalen,27385,47166 Duisburg,27771.8899347183,22789188.5001692
300,40489,05111000,Düsseldorf,,Nordrhein-Westfalen,23492,40489 DÃ¼sseldorf,48133.4010677815,82321798.1071678
301,54320,07235141,Waldrach,Landkreis Trier-Saarburg,Rheinland-Pfalz,2056,54320 Waldrach,29671.3969402565,29800018.6345663
302,40547,05111000,Düsseldorf,,Nordrhein-Westfalen,15310,40547 DÃ¼sseldorf,17030.6468947589,13375985.8255187
303,47119,05112000,Duisburg,,Nordrhein-Westfalen,11309,47119 Duisburg,20250.1776090925,12859906.2113975
304,66787,10044120,Wadgassen,Landkreis Saarlouis,Saarland,17942,66787 Wadgassen,41188.8919977939,60762030.7178298
305,50226,05362024,Frechen,Rhein-Erft-Kreis,Nordrhein-Westfalen,49670,50226 Frechen,55398.1914348128,113371015.119527
306,47169,05112000,Duisburg,,Nordrhein-Westfalen,29140,47169 Duisburg,29835.4102553366,22254861.5143432
307,40221,05111000,Düsseldorf,,Nordrhein-Westfalen,11009,40221 DÃ¼sseldorf,32146.5147061074,29446706.7264603
308,47053,05112000,Duisburg,,Nordrhein-Westfalen,24646,47053 Duisburg,16448.2471734901,14270106.6264418
309,47249,05112000,Duisburg,,Nordrhein-Westfalen,25687,47249 Duisburg,29567.2988292043,18155043.6159085
310,54340,07235004,Bekond,Landkreis Trier-Saarburg,Rheinland-Pfalz,8527,54340 Leiwen u.a.,42050.5078780214,36196144.4011948
311,54340,07235004,Bekond,Landkreis Trier-Saarburg,Rheinland-Pfalz,8527,54340 Leiwen u.a.,15020.8545357826,11803945.1150628
312,46325,05554012,Borken,Kreis Borken,Nordrhein-Westfalen,41671,46325 Borken,118258.753877265,400281599.234465
313,40545,05111000,Düsseldorf,,Nordrhein-Westfalen,12689,40545 DÃ¼sseldorf,13100.5041317719,6751828.88604753
314,54343,07235026,Föhren,Landkreis Trier-Saarburg,Rheinland-Pfalz,2680,54343 FÃ¶hren,23107.8312967632,25577203.0997692
315,47137,05112000,Duisburg,,Nordrhein-Westfalen,30805,47137 Duisburg,22744.3785873627,17149922.7609497
316,41540,05162004,Dormagen,Rhein-Kreis Neuss,Nordrhein-Westfalen,17396,41540 Dormagen,42349.195911962,48727401.232786
317,47138,05112000,Duisburg,,Nordrhein-Westfalen,14441,47138 Duisburg,33186.0181393269,26987644.4860834
318,47055,05112000,Duisburg,,Nordrhein-Westfalen,18907,47055 Duisburg,25019.4250824875,20955175.3283763
319,53520,07131015,Dankerath,Landkreis Ahrweiler,Rheinland-Pfalz,6124,"53520 Reifferscheid, Kaltenborn, Wershofen u.a.",154692.497906523,264358528.921029
320,46539,05170008,Dinslaken,Kreis Wesel,Nordrhein-Westfalen,22672,46539 Dinslaken,53384.8632357407,81712661.3549086
321,54550,07233501,Daun,Landkreis Vulkaneifel,Rheinland-Pfalz,8159,54550 Daun,61014.1259822369,115983690.022134
322,49843,03456006,Getelo,Landkreis Grafschaft Bentheim,Niedersachsen,7367,"49843 Uelsen, Halle, GÃ¶lenkamp, Getelo",93659.7711360094,220130117.670203
323,54523,07231022,Dierscheid,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,2342,"54523 Hetzerath, Dierscheid, HeckenmÃ¼nster",43523.11784869,42191712.5451148
324,66809,10044113,Nalbach,Landkreis Saarlouis,Saarland,9316,66809 Nalbach,37799.3416274033,53061654.2974429
325,40219,05111000,Düsseldorf,,Nordrhein-Westfalen,10449,40219 DÃ¼sseldorf,9328.97305891549,2107694.09903983
326,54534,07231046,Großlittgen,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,1323,54534 GroÃŸlittgen,53139.062958342,76030167.7068465
327,40468,05111000,Düsseldorf,,Nordrhein-Westfalen,21017,40468 DÃ¼sseldorf,22972.5160184872,16801117.6674363
328,47051,05112000,Duisburg,,Nordrhein-Westfalen,13928,47051 Duisburg,13671.1924680505,6139537.12254986
329,46354,05554060,Südlohn,Kreis Borken,Nordrhein-Westfalen,8911,46354 SÃ¼dlohn,67215.3880815396,119573734.755588
330,46348,05554040,Raesfeld,Kreis Borken,Nordrhein-Westfalen,11178,46348 Raesfeld,61808.4612769375,151096279.674119
331,47269,05112000,Duisburg,,Nordrhein-Westfalen,16266,47269 Duisburg,36010.2811024137,30291509.3879908
332,54341,07235022,Fell,Landkreis Trier-Saarburg,Rheinland-Pfalz,2465,54341 Fell,36198.9848926291,37681827.3550857
333,66709,10042117,Weiskirchen,Landkreis Merzig-Wadern,Saarland,6556,66709 Weiskirchen,50537.5144422485,80110472.0883934
334,53879,05366016,Euskirchen,Kreis Euskirchen,Nordrhein-Westfalen,28215,53879 Euskirchen,36020.2126687525,29115633.8064296
335,40223,05111000,Düsseldorf,,Nordrhein-Westfalen,21393,40223 DÃ¼sseldorf,26613.3089916304,8655797.67367168
336,53919,05366040,Weilerswist,Kreis Euskirchen,Nordrhein-Westfalen,15478,53919 Weilerswist,74303.248653213,142505857.97824
337,66806,10044123,Ensdorf/Saar,Landkreis Saarlouis,Saarland,6555,66806 Ensdorf,21880.843595535,19708984.8392481
338,40213,05111000,Düsseldorf,,Nordrhein-Westfalen,4332,40213 DÃ¼sseldorf,9687.1369812586,3037072.62527794
339,66793,10044116,Saarwellingen,Landkreis Saarlouis,Saarland,13358,66793 Saarwellingen,55841.8688608486,98135530.615677
340,54552,07233003,Beinhausen,Landkreis Vulkaneifel,Rheinland-Pfalz,9758,54552 Mehren u.a.,140688.097301458,373350696.593329
341,49849,03456026,Wilsum,Landkreis Grafschaft Bentheim,Niedersachsen,1647,49849 Wilsum,44334.5604262618,127333882.92766
342,54427,07235058,Kell am See,Landkreis Trier-Saarburg,Rheinland-Pfalz,1954,54427 Kell am See,53645.85905614,66848339.9106552
343,40479,05111000,Düsseldorf,,Nordrhein-Westfalen,9586,40479 DÃ¼sseldorf,11346.4388574312,2775864.00515768
344,40217,05111000,Düsseldorf,,Nordrhein-Westfalen,8335,40217 DÃ¼sseldorf,9097.56272752666,1955712.01495073
345,47167,05112000,Duisburg,,Nordrhein-Westfalen,28195,47167 Duisburg,26732.7223875646,20769883.6301241
346,54578,07233002,Basberg,Landkreis Vulkaneifel,Rheinland-Pfalz,4159,"54578 Walsdorf, Nohn u.a.",37555.628645493,26724692.2552
347,53533,07131004,Antweiler,Landkreis Ahrweiler,Rheinland-Pfalz,1329,"53533 Antweiler, Aremberg, Dorsel, Eichenbach, Aremberg, Fuchshofen und MÃ¼sch",55078.1058568812,83072935.7812106
348,47057,05112000,Duisburg,,Nordrhein-Westfalen,25940,47057 Duisburg,21533.921999709,20706392.5146691
349,40476,05111000,Düsseldorf,,Nordrhein-Westfalen,22161,40476 DÃ¼sseldorf,13919.1230578046,5374000.54147594
350,50769,05315000,Köln,,Nordrhein-Westfalen,31663,50769 KÃ¶ln,82060.3418765102,112005011.811155
351,40477,05111000,Düsseldorf,,Nordrhein-Westfalen,15854,40477 DÃ¼sseldorf,11025.594227734,2915660.67105736
352,66359,10044122,Bous,Landkreis Saarlouis,Saarland,7099,66359 Bous,25196.4389910838,17871393.4599295
353,40225,05111000,Düsseldorf,,Nordrhein-Westfalen,13238,40225 DÃ¼sseldorf,16791.9635908701,11642852.1599529
354,47058,05112000,Duisburg,,Nordrhein-Westfalen,14341,47058 Duisburg,17414.7202826278,11915064.6079877
355,66352,10041512,Großrosseln,Regionalverband Saarbrücken,Saarland,8349,66352 GroÃŸrosseln,35198.0358851081,59120893.3685151
356,40215,05111000,Düsseldorf,,Nordrhein-Westfalen,15171,40215 DÃ¼sseldorf,9166.20940350853,2019284.27890988
357,40212,05111000,Düsseldorf,,Nordrhein-Westfalen,543,40212 DÃ¼sseldorf,8501.02951301317,1086270.68162144
358,46147,05119000,Oberhausen,,Nordrhein-Westfalen,28043,46147 Oberhausen,47021.640078189,57307567.5351988
359,50354,05362028,Hürth,Rhein-Erft-Kreis,Nordrhein-Westfalen,55073,50354 HÃ¼rth,55453.8422339072,127949604.597309
360,40211,05111000,Düsseldorf,,Nordrhein-Westfalen,10522,40211 DÃ¼sseldorf,11065.4551897383,2341766.91928854
361,40472,05111000,Düsseldorf,,Nordrhein-Westfalen,24765,40472 DÃ¼sseldorf,35152.7813315238,30574100.5727066
362,40210,05111000,Düsseldorf,,Nordrhein-Westfalen,5029,40210 DÃ¼sseldorf,8410.52552923359,1637920.36556902
363,54346,07235083,Mehring,Landkreis Trier-Saarburg,Rheinland-Pfalz,2245,54346 Mehring,51961.2827409849,53463356.0962734
364,66773,10044118,Schwalbach,Landkreis Saarlouis,Saarland,17348,66773 Schwalbach,44844.442575992,64019093.2179361
365,47279,05112000,Duisburg,,Nordrhein-Westfalen,8392,47279 Duisburg,20665.6023565929,14989834.4008003
366,66839,10044117,Schmelz,Landkreis Saarlouis,Saarland,16455,66839 Schmelz,82989.3168135183,138577003.225966
367,54340,07235004,Bekond,Landkreis Trier-Saarburg,Rheinland-Pfalz,8527,54340 Leiwen u.a.,64506.8141659448,120566050.449393
368,40227,05111000,Düsseldorf,,Nordrhein-Westfalen,25521,40227 DÃ¼sseldorf,12451.3922413966,5490474.81490872
369,54528,07231113,Salmtal,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,2379,54528 Salmtal,31310.4687993367,33900538.1596569
370,40589,05111000,Düsseldorf,,Nordrhein-Westfalen,19509,40589 DÃ¼sseldorf,34378.8530943438,33627407.5396871
371,40470,05111000,Düsseldorf,,Nordrhein-Westfalen,16127,40470 DÃ¼sseldorf,14890.4270319468,7806894.75422032
372,53520,07131015,Dankerath,Landkreis Ahrweiler,Rheinland-Pfalz,6124,"53520 Reifferscheid, Kaltenborn, Wershofen u.a.",31591.9340809557,28539204.0452457
373,40239,05111000,Düsseldorf,,Nordrhein-Westfalen,12227,40239 DÃ¼sseldorf,8806.60431048811,3024905.19623634
374,41541,05162004,Dormagen,Rhein-Kreis Neuss,Nordrhein-Westfalen,9906,41541 Dormagen,36034.2963325471,45704754.7373585
375,40233,05111000,Düsseldorf,,Nordrhein-Westfalen,16740,40233 DÃ¼sseldorf,16318.1973981395,5413598.99532696
376,40211,05111000,Düsseldorf,,Nordrhein-Westfalen,10522,40211 DÃ¼sseldorf,251.08040004237,4139.19836894671
377,40237,05111000,Düsseldorf,,Nordrhein-Westfalen,14871,40237 DÃ¼sseldorf,12626.8491403323,4713734.46015806
378,53534,07131008,Barweiler,Landkreis Ahrweiler,Rheinland-Pfalz,1327,"53534 Barweiler, Bauler, Hoffeld, Pomster, Wiesemscheid, Wirft",48650.9444475166,74708621.7122876
